code,name,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
US.QQQM,Invesco NASDAQ 100 ETF,2025-09-10,240.25,239.06,240.3,238.17,0.0,0.01651,4142236.0,992346285.0,0.02928992844888622,238.99
US.QQQM,Invesco NASDAQ 100 ETF,2025-09-11,240.11,240.46,240.77,239.435,0.0,0.01321,3321996.0,798620776.0,0.585627039237014,239.06
US.QQQM,Invesco NASDAQ 100 ETF,2025-09-12,240.84,241.5,242.01,240.4597,0.0,0.01364,3439866.0,830048420.0,0.4325043666306213,240.46
US.QQQM,Invesco NASDAQ 100 ETF,2025-09-15,242.245,243.6,243.61,242.18,0.0,0.01182,2979700.0,724220356.0,0.8695652173913019,241.5
US.QQQM,Invesco NASDAQ 100 ETF,2025-09-16,243.95,243.38,244.06,243.085,0.0,0.01152,2914723.0,709727213.0,-0.09031198686371053,243.6
US.QQQM,Invesco NASDAQ 100 ETF,2025-09-17,243.35,242.89,243.6,240.58,0.0,0.01493,3776964.0,915824271.0,-0.20133125154080414,243.38
US.QQQM,Invesco NASDAQ 100 ETF,2025-09-18,244.9,245.12,246.23,244.11,0.0,0.01536,3904553.0,958444152.0,0.9181110790893072,242.89
US.QQQM,Invesco NASDAQ 100 ETF,2025-09-19,245.91,246.79,247.04,245.3,0.0,0.01342,3421638.0,842479664.0,0.6812989556135719,245.12
US.QQQM,Invesco NASDAQ 100 ETF,2025-09-22,246.06,247.9,248.17,246.06,0.0,0.01314,3349530.0,828517193.0,0.44977511244378365,246.79
US.QQQM,Invesco NASDAQ 100 ETF,2025-09-23,247.95,246.25,248.025,245.75,0.0,0.01687,4309529.0,1063376523.0,-0.6655909640984291,247.9
US.QQQM,Invesco NASDAQ 100 ETF,2025-09-24,246.8,245.39,246.93,244.26,0.0,0.01598,4087497.0,1003989645.0,-0.3492385786802086,246.25
US.QQQM,Invesco NASDAQ 100 ETF,2025-09-25,243.78,244.33,244.97,242.265,0.0,0.01653,4235635.0,1032634806.0,-0.43196544276456816,245.39
US.QQQM,Invesco NASDAQ 100 ETF,2025-09-26,244.64,245.37,245.44,243.32,0.0,0.01404,3600958.0,880993627.0,0.42565382883804365,244.33
US.QQQM,Invesco NASDAQ 100 ETF,2025-09-29,246.63,246.48,247.81,245.94,0.0,0.01467,3760729.0,928090604.0,0.4523780413253394,245.37
US.QQQM,Invesco NASDAQ 100 ETF,2025-09-30,246.345,247.12,247.2799,245.38,0.0,0.01583,4056144.0,998868229.0,0.25965595585849355,246.48
US.QQQM,Invesco NASDAQ 100 ETF,2025-10-01,245.83,248.33,248.55,245.49,0.0,0.01459,3741114.0,925736135.0,0.4896406604079022,247.12
US.QQQM,Invesco NASDAQ 100 ETF,2025-10-02,249.92,249.33,249.93,248.195,0.0,0.01076,2760724.0,687375993.0,0.4026899689928724,248.33
US.QQQM,Invesco NASDAQ 100 ETF,2025-10-03,249.71,248.32,249.99,247.58,0.0,0.01276,3273889.0,815039301.0,-0.40508562948703297,249.33
US.QQQM,Invesco NASDAQ 100 ETF,2025-10-06,250.45,250.17,250.8451,249.46,0.0,0.01191,3054636.0,764243679.0,0.7450064432989668,248.32
US.QQQM,Invesco NASDAQ 100 ETF,2025-10-07,250.71,248.85,250.98,248.27,0.0,0.01365,3510131.0,875298266.0,-0.52764120398129,250.17
US.QQQM,Invesco NASDAQ 100 ETF,2025-10-08,249.21,251.71,251.835,249.1692,0.0,0.01279,3288778.0,824803891.0,1.1492867189069775,248.85
US.QQQM,Invesco NASDAQ 100 ETF,2025-10-09,251.72,251.41,251.78,250.08,0.0,0.01656,4273112.0,1072334979.0,-0.11918477613126668,251.71
US.QQQM,Invesco NASDAQ 100 ETF,2025-10-10,251.69,242.67,252.42,242.5,0.0,0.04095,10564789.0,2604973090.0,-3.476393142675315,251.41
US.QQQM,Invesco NASDAQ 100 ETF,2025-10-13,246.86,247.83,248.2,245.85,0.0,0.02178,5619621.0,1389583920.0,2.126344418345912,242.67
US.QQQM,Invesco NASDAQ 100 ETF,2025-10-14,245.11,246.21,248.09,242.93,0.0,0.01839,4754821.0,1167368800.0,-0.6536738893596435,247.83
US.QQQM,Invesco NASDAQ 100 ETF,2025-10-15,248.64,247.88,249.75,245.34,0.0,0.02056,5317494.0,1319584777.0,0.6782827667438315,246.21
US.QQQM,Invesco NASDAQ 100 ETF,2025-10-16,249.09,247.0,250.41,245.15,0.0,0.02498,6456647.0,1600219421.0,-0.35501048894626247,247.88
US.QQQM,Invesco NASDAQ 100 ETF,2025-10-17,246.11,248.61,249.26,245.515,0.0,0.02315,5993847.0,1482695750.0,0.6518218623481836,247.0
US.QQQM,Invesco NASDAQ 100 ETF,2025-10-20,249.94,251.76,252.2604,249.9,0.0,0.01443,3737507.0,940200077.0,1.2670447689151592,248.61
US.QQQM,Invesco NASDAQ 100 ETF,2025-10-21,251.79,251.69,252.23,250.86,0.0,0.01169,3034531.0,763544150.0,-0.02780425802351175,251.76
US.QQQM,Invesco NASDAQ 100 ETF,2025-10-22,251.45,249.26,251.67,246.89,0.0,0.02387,6225034.0,1550678937.0,-0.9654733998172382,251.69
US.QQQM,Invesco NASDAQ 100 ETF,2025-10-23,249.03,251.39,251.67,248.915,0.0,0.01288,3357607.0,841893240.0,0.854529407044851,249.26
US.QQQM,Invesco NASDAQ 100 ETF,2025-10-24,253.58,254.02,254.58,253.24,0.0,0.01264,3295161.0,837245305.0,1.0461832212896391,251.39
US.QQQM,Invesco NASDAQ 100 ETF,2025-10-27,257.075,258.58,258.77,256.905,0.0,0.0154,4014882.0,1035507625.0,1.7951342413983047,254.02
US.QQQM,Invesco NASDAQ 100 ETF,2025-10-28,259.5,260.57,261.28,259.05,0.0,0.01305,3408033.0,886390583.0,0.7695877484724299,258.58
US.QQQM,Invesco NASDAQ 100 ETF,2025-10-29,261.66,261.79,262.2342,259.47,0.0,0.01669,4368356.0,1141040587.0,0.4682043212956316,260.57
US.QQQM,Invesco NASDAQ 100 ETF,2025-10-30,260.245,257.72,260.795,257.71,0.0,0.02765,7240536.0,1877153283.0,-1.554681233049388,261.79
US.QQQM,Invesco NASDAQ 100 ETF,2025-10-31,261.07,258.96,261.07,258.02,0.0,0.01889,5000259.0,1298593953.0,0.4811423250038616,257.72
US.QQQM,Invesco NASDAQ 100 ETF,2025-11-03,261.48,260.23,261.75,259.3,0.0,0.01715,4537417.0,1181223989.0,0.49042323138710175,258.96
US.QQQM,Invesco NASDAQ 100 ETF,2025-11-04,256.58,254.95,258.1,254.61,0.0,0.0259,6876820.0,1760679024.0,-2.028974368827587,260.23
US.QQQM,Invesco NASDAQ 100 ETF,2025-11-05,254.64,256.58,257.95,254.11,0.0,0.01374,3666722.0,940174302.0,0.6393410472641677,254.95
US.QQQM,Invesco NASDAQ 100 ETF,2025-11-06,255.99,251.83,256.07,251.27,0.0,0.02158,5797575.0,1466832866.0,-1.8512744563099117,256.58
US.QQQM,Invesco NASDAQ 100 ETF,2025-11-07,250.44,251.06,251.09,246.45,0.0,0.02192,5909489.0,1470818659.0,-0.305761823452333,251.83
US.QQQM,Invesco NASDAQ 100 ETF,2025-11-10,254.81,256.58,257.005,253.979,0.0,0.01821,4910739.0,1254716549.0,2.1986776069465397,251.06
US.QQQM,Invesco NASDAQ 100 ETF,2025-11-11,255.49,255.89,256.35,254.23,0.0,0.01394,3758753.0,960143992.0,-0.26892197365344056,256.58
US.QQQM,Invesco NASDAQ 100 ETF,2025-11-12,257.25,255.71,257.25,254.34,0.0,0.0143,3860005.0,986262478.0,-0.0703427253898075,255.89
US.QQQM,Invesco NASDAQ 100 ETF,2025-11-13,254.26,250.48,254.44,249.52,0.0,0.02326,6283437.0,1579817041.0,-2.0452856751789206,255.71
US.QQQM,Invesco NASDAQ 100 ETF,2025-11-14,246.84,250.65,252.5,245.86,0.0,0.0217,5871956.0,1464712946.0,0.06786969019483229,250.48
US.QQQM,Invesco NASDAQ 100 ETF,2025-11-17,249.59,248.53,252.14,246.96,0.0,0.02048,5541106.0,1382630755.0,-0.8458009176142047,250.65
US.QQQM,Invesco NASDAQ 100 ETF,2025-11-18,246.86,245.51,247.95,243.47,0.0,0.03066,8310086.0,2043458379.0,-1.2151450529111214,248.53
US.QQQM,Invesco NASDAQ 100 ETF,2025-11-19,245.81,246.95,249.53,244.79,0.0,0.01956,5309167.0,1310749574.0,0.5865341533949728,245.51
US.QQQM,Invesco NASDAQ 100 ETF,2025-11-20,251.83,241.11,252.78,240.7621,0.0,0.04617,12592009.0,3096626844.0,-2.3648511844502837,246.95
US.QQQM,Invesco NASDAQ 100 ETF,2025-11-21,241.87,242.92,245.735,239.1,0.0,0.04125,11263565.0,2727448202.0,0.750694703662218,241.11
US.QQQM,Invesco NASDAQ 100 ETF,2025-11-24,245.08,249.14,249.76,245.02,0.0,0.01687,4607115.0,1141871065.0,2.5605137493825123,242.92
US.QQQM,Invesco NASDAQ 100 ETF,2025-11-25,248.46,250.67,251.24,245.92,0.0,0.01849,5072935.0,1261534942.0,0.6141125471622386,249.14
US.QQQM,Invesco NASDAQ 100 ETF,2025-11-26,252.19,252.92,253.68,251.31,0.0,0.01301,3576396.0,903807657.0,0.8975944468823552,250.67
US.QQQM,Invesco NASDAQ 100 ETF,2025-11-28,253.66,254.9,254.95,253.3899,0.0,0.00588,1616886.0,410886906.0,0.782856239127004,252.92
US.QQQM,Invesco NASDAQ 100 ETF,2025-12-01,252.65,254.13,255.0265,252.17,0.0,0.0141,3879150.0,984513036.0,-0.30207924676344067,254.9
US.QQQM,Invesco NASDAQ 100 ETF,2025-12-02,255.05,256.09,256.79,254.27,0.0,0.01297,3560110.0,911044160.0,0.7712588045488449,254.13
US.QQQM,Invesco NASDAQ 100 ETF,2025-12-03,255.11,256.71,256.995,254.4502,0.0,0.01899,5199579.0,1330923753.0,0.24210238587996585,256.09
US.QQQM,Invesco NASDAQ 100 ETF,2025-12-04,257.31,256.46,257.31,255.08,0.0,0.01102,3034076.0,777206029.0,-0.09738615558412217,256.71
US.QQQM,Invesco NASDAQ 100 ETF,2025-12-05,257.07,257.53,258.92,256.81,0.0,0.01281,3551101.0,915327941.0,0.4172190595024539,256.46
US.QQQM,Invesco NASDAQ 100 ETF,2025-12-08,258.2,257.03,258.89,255.97,0.0,0.0126,3494710.0,898223204.0,-0.19415213761503516,257.53
