time_key,open,high,low,close,volume
2026-08-25 19:00:00,347.1,347.1,346.25,346.4,13843.0
2026-08-25 20:00:00,346.4,346.48,346.1846,346.25,941.0
2026-08-26 04:00:00,346.96,347.0,345.99,347.0,38883.0
2026-08-26 05:00:00,347.0,347.41,346.68,346.74,23115.0
2026-08-26 06:00:00,346.74,347.0,346.5076,346.9,9914.0
2026-08-26 07:00:00,346.9,347.5,346.81,347.1,21290.0
2026-08-26 08:00:00,347.1,347.15,346.0488,346.0488,35612.0
2026-08-26 09:00:00,346.0488,347.89,343.1,344.26,2173419.0
2026-08-26 10:00:00,344.24,344.39,341.45,342.635,2922136.0
2026-08-26 11:00:00,342.65,343.455,341.44,341.48,1664661.0
2026-08-26 12:00:00,341.47,341.75,340.18,340.58,1483507.0
2026-08-26 13:00:00,340.585,341.83,340.4601,341.7,1250722.0
2026-08-26 14:00:00,341.71,341.93,341.235,341.8523,1241555.0
2026-08-26 15:00:00,341.85,342.72,341.26,341.72,2371190.0
2026-08-26 16:00:00,341.73,342.43,341.32,342.03,6855410.0
2026-08-26 17:00:00,342.03,342.5,340.68,341.24,154011.0
2026-08-26 18:00:00,341.24,342.77,340.83,342.74,113178.0
2026-08-26 19:00:00,342.74,343.05,342.66,342.7928,53648.0
2026-08-26 20:00:00,342.7928,343.11,342.7,343.0,7065.0
2026-08-27 04:00:00,342.0,342.0,340.5,340.5,182732.0
2026-08-27 05:00:00,340.5,341.46,340.3036,341.2925,42220.0
2026-08-27 06:00:00,341.2925,341.33,340.66,341.18,45006.0
2026-08-27 07:00:00,341.18,341.59,340.32,340.5,81597.0
2026-08-27 08:00:00,340.5,340.87,340.25,340.53,85621.0
2026-08-27 09:00:00,340.53,341.62,338.52,340.75,3056508.0
2026-08-27 10:00:00,340.77,341.4,339.0,340.6,2818539.0
2026-08-27 11:00:00,340.585,341.41,339.65,340.7303,1665236.0
2026-08-27 12:00:00,340.73,341.69,340.2,341.07,1358547.0
2026-08-27 13:00:00,341.07,341.6,340.48,340.86,1745088.0
2026-08-27 14:00:00,340.84,341.44,340.3,340.82,1036496.0
2026-08-27 15:00:00,340.78,341.18,340.295,340.88,1838248.0
2026-08-27 16:00:00,340.88,341.18,339.99,340.65,9326693.0
2026-08-27 17:00:00,340.65,340.8,340.6,340.72,58330.0
2026-08-27 18:00:00,340.72,341.0,340.6,340.6,32153.0
2026-08-27 19:00:00,340.6,340.819,340.4,340.55,16738.0
2026-08-27 20:00:00,340.55,340.55,340.4014,340.45,1548.0
2026-08-28 04:00:00,340.71,342.25,340.71,341.91,60369.0
2026-08-28 05:00:00,341.91,342.3,341.91,342.0,21944.0
2026-08-28 06:00:00,342.0,342.17,341.66,341.66,14438.0
2026-08-28 07:00:00,341.66,341.88,341.35,341.57,30292.0
2026-08-28 08:00:00,341.57,342.0,341.3231,341.76,28607.0
2026-08-28 09:00:00,341.76,344.0,340.2,343.3,1952503.0
2026-08-28 10:00:00,343.27,348.085,342.77,347.32,3375182.0
2026-08-28 11:00:00,347.32,349.14,346.6501,347.5704,3411548.0
2026-08-28 12:00:00,347.56,347.69,345.5,345.785,1596452.0
2026-08-28 13:00:00,345.79,346.71,345.0005,346.46,1239503.0
2026-08-28 14:00:00,346.465,347.14,346.16,346.93,1170987.0
2026-08-28 15:00:00,346.93,348.09,346.782,347.44,3014677.0
2026-08-28 16:00:00,347.44,347.47,345.88,346.53,9323112.0
2026-08-28 17:00:00,346.53,346.53,345.95,346.04,74116.0
2026-08-28 18:00:00,346.04,346.2965,345.71,345.95,13218.0
2026-08-28 19:00:00,345.95,346.05,345.59,345.84,15782.0
2026-08-28 20:00:00,345.84,346.2,345.7563,346.2,4389.0
2026-08-31 04:00:00,346.59,346.59,344.73,344.77,59852.0
2026-08-31 05:00:00,344.77,345.1,344.66,345.0,9556.0
2026-08-31 06:00:00,345.0,345.0849,344.66,344.9,7777.0
2026-08-31 07:00:00,344.9,345.04,344.45,344.64,21195.0
