code,name,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close,dt
US.QQQ,Invesco QQQ Trust,2026-08-26 05:30:00,708.95,708.89,709.13,708.85,0.0,0.0,2472.0,1752712.003,-0.0084632202553154,708.95,2026-08-26 05:30:00
US.QQQ,Invesco QQQ Trust,2026-08-26 05:35:00,708.89,709.25,709.4,708.89,0.0,0.0,2948.0,2090764.154,0.0507836194614134,708.89,2026-08-26 05:35:00
US.QQQ,Invesco QQQ Trust,2026-08-26 05:40:00,709.23,709.27,709.3,709.16,0.0,0.0,1554.0,1102361.972,0.0028198801550908,709.25,2026-08-26 05:40:00
US.QQQ,Invesco QQQ Trust,2026-08-26 05:45:00,709.27,709.37,709.38,709.27,0.0,0.0,619.0,439096.559,0.0140990032004769,709.27,2026-08-26 05:45:00
US.QQQ,Invesco QQQ Trust,2026-08-26 05:50:00,709.38,709.5,709.5,709.34,0.0,0.0,1612.0,1143656.851,0.018326120360319,709.37,2026-08-26 05:50:00
US.QQQ,Invesco QQQ Trust,2026-08-26 05:55:00,709.5,709.67,709.69,709.5,0.0,0.0,886.0,628916.752,0.0239605355884367,709.5,2026-08-26 05:55:00
US.QQQ,Invesco QQQ Trust,2026-08-26 06:00:00,709.67,709.8,709.81,709.67,0.0,0.0,2366.0,1679665.752,0.0183183733284477,709.67,2026-08-26 06:00:00
US.QQQ,Invesco QQQ Trust,2026-08-26 06:05:00,709.8,709.44,709.8,709.4,0.0,0.0,1697.0,1204650.539,-0.0507185122569597,709.8,2026-08-26 06:05:00
US.QQQ,Invesco QQQ Trust,2026-08-26 06:10:00,709.44,709.33,709.55,709.32,0.0,0.0,2855.0,2025580.103,-0.0155051871898981,709.44,2026-08-26 06:10:00
US.QQQ,Invesco QQQ Trust,2026-08-26 06:15:00,709.34,708.98,709.34,708.98,0.0,0.0,4126.0,2925875.087,-0.0493423371350461,709.33,2026-08-26 06:15:00
US.QQQ,Invesco QQQ Trust,2026-08-26 06:20:00,708.98,709.19,709.3,708.98,0.0,0.0,1631.0,1157151.587,0.0296200174899202,708.98,2026-08-26 06:20:00
US.QQQ,Invesco QQQ Trust,2026-08-26 06:25:00,709.19,709.42,709.43,708.975,0.0,0.0,2070.0,1468398.782,0.0324313653604682,709.19,2026-08-26 06:25:00
US.QQQ,Invesco QQQ Trust,2026-08-26 06:30:00,709.43,709.06,709.45,709.04,0.0,0.0,4253.0,3016854.891,-0.0507456795692274,709.42,2026-08-26 06:30:00
US.QQQ,Invesco QQQ Trust,2026-08-26 06:35:00,709.06,709.68,709.68,708.78,0.0,0.0,8592.0,6094121.74,0.087439708910389,709.06,2026-08-26 06:35:00
US.QQQ,Invesco QQQ Trust,2026-08-26 06:40:00,709.67,709.87,709.98,709.6547,0.0,0.0,6516.0,4625538.803,0.026772629917717,709.68,2026-08-26 06:40:00
US.QQQ,Invesco QQQ Trust,2026-08-26 06:45:00,709.87,709.69,710.0,709.69,0.0,0.0,2819.0,2001334.334,-0.0253567554622606,709.87,2026-08-26 06:45:00
US.QQQ,Invesco QQQ Trust,2026-08-26 06:50:00,709.69,709.9,709.91,709.63,0.0,0.0,2264.0,1607477.645,0.0295903845340814,709.69,2026-08-26 06:50:00
US.QQQ,Invesco QQQ Trust,2026-08-26 06:55:00,709.95,709.78,709.95,709.72,0.0,0.0,10746.0,7628292.575,-0.0169037892660944,709.9,2026-08-26 06:55:00
US.QQQ,Invesco QQQ Trust,2026-08-26 07:00:00,709.78,709.92,709.92,709.66,0.0,0.0,3045.0,2161405.463,0.0197244216517775,709.78,2026-08-26 07:00:00
US.QQQ,Invesco QQQ Trust,2026-08-26 07:05:00,709.9,710.4335,710.58,709.85,0.0,0.0,26338.0,18710173.496,0.0723320937570461,709.92,2026-08-26 07:05:00
US.QQQ,Invesco QQQ Trust,2026-08-26 07:10:00,710.4335,710.0,710.4335,709.9,0.0,0.0,6409.0,4551847.135,-0.0610190820111918,710.4335,2026-08-26 07:10:00
US.QQQ,Invesco QQQ Trust,2026-08-26 07:15:00,710.0,710.4,710.4,709.97,0.0,0.0,10048.0,7136176.366,0.0563380281690108,710.0,2026-08-26 07:15:00
US.QQQ,Invesco QQQ Trust,2026-08-26 07:20:00,710.4,710.45,710.9,710.37,0.0,0.0,13792.0,9801969.644,0.0070382882882978,710.4,2026-08-26 07:20:00
US.QQQ,Invesco QQQ Trust,2026-08-26 07:25:00,710.45,710.23,710.45,710.195,0.0,0.0,8675.0,6162819.781,-0.0309662889717822,710.45,2026-08-26 07:25:00
US.QQQ,Invesco QQQ Trust,2026-08-26 07:30:00,710.23,709.9,710.24,709.85,0.0,0.0,2972.0,2110436.063,-0.0464638215789309,710.23,2026-08-26 07:30:00
US.QQQ,Invesco QQQ Trust,2026-08-26 07:35:00,709.9,710.025,710.45,709.9,0.0,0.0,4286.0,3044730.322,0.0176081138188477,709.9,2026-08-26 07:35:00
US.QQQ,Invesco QQQ Trust,2026-08-26 07:40:00,710.05,709.11,710.05,709.04,0.0,0.0,11974.0,8494781.198,-0.1288687018062693,710.025,2026-08-26 07:40:00
US.QQQ,Invesco QQQ Trust,2026-08-26 07:45:00,709.11,709.17,709.3382,708.91,0.0,0.0,12849.0,9113037.769,0.008461310657013,709.11,2026-08-26 07:45:00
US.QQQ,Invesco QQQ Trust,2026-08-26 07:50:00,709.17,708.8087,709.2818,708.7,0.0,0.0,11531.0,8175957.203,-0.050946881565762,709.17,2026-08-26 07:50:00
US.QQQ,Invesco QQQ Trust,2026-08-26 07:55:00,708.8087,709.42,709.68,708.8087,0.0,0.0,15080.0,10699385.287,0.0862432980859172,708.8087,2026-08-26 07:55:00
US.QQQ,Invesco QQQ Trust,2026-08-26 08:00:00,709.42,709.5,709.55,709.3939,0.0,0.0,5206.0,3693924.995,0.0112768176820558,709.42,2026-08-26 08:00:00
US.QQQ,Invesco QQQ Trust,2026-08-26 08:05:00,709.48,709.19,709.5937,709.19,0.0,0.0,33103.0,23487524.85,-0.0436927413671522,709.5,2026-08-26 08:05:00
US.QQQ,Invesco QQQ Trust,2026-08-26 08:10:00,709.45,709.34,709.46,709.1,0.0,0.0,3114.0,2209074.352,0.0211508904524848,709.19,2026-08-26 08:10:00
US.QQQ,Invesco QQQ Trust,2026-08-26 08:15:00,709.34,709.42,709.49,709.1,0.0,0.0,13804.0,9792052.703,0.0112780894916298,709.34,2026-08-26 08:15:00
US.QQQ,Invesco QQQ Trust,2026-08-26 08:20:00,709.42,709.04,709.42,708.86,0.0,0.0,9233.0,6546752.282,-0.0535648839897374,709.42,2026-08-26 08:20:00
US.QQQ,Invesco QQQ Trust,2026-08-26 08:25:00,709.04,709.7,709.8,709.04,0.0,0.0,9470.0,6720946.768,0.0930836060024937,709.04,2026-08-26 08:25:00
US.QQQ,Invesco QQQ Trust,2026-08-26 08:30:00,709.7,710.23,710.35,709.7,0.0,0.0,15294.0,10857900.763,0.0746794420177501,709.7,2026-08-26 08:30:00
US.QQQ,Invesco QQQ Trust,2026-08-26 08:35:00,710.23,708.3838,710.47,708.17,0.0,0.0,88119.0,62453818.965,-0.2599439618151961,710.23,2026-08-26 08:35:00
US.QQQ,Invesco QQQ Trust,2026-08-26 08:40:00,708.3838,708.2907,708.5,707.8,0.0,0.0,35339.0,25023907.336,-0.0131425930406561,708.3838,2026-08-26 08:40:00
US.QQQ,Invesco QQQ Trust,2026-08-26 08:45:00,708.2907,708.25,708.65,708.1,0.0,0.0,25643.0,18164121.902,-0.0057462282082787,708.2907,2026-08-26 08:45:00
US.QQQ,Invesco QQQ Trust,2026-08-26 08:50:00,708.25,708.4,708.56,707.85,0.0,0.0,33879.0,23992713.616,0.0211789622308474,708.25,2026-08-26 08:50:00
US.QQQ,Invesco QQQ Trust,2026-08-26 08:55:00,708.4,707.6635,708.51,707.41,0.0,0.0,49032.0,34711833.593,-0.1039666854884215,708.4,2026-08-26 08:55:00
US.QQQ,Invesco QQQ Trust,2026-08-26 09:00:00,707.6635,707.91,708.08,707.58,0.0,0.0,46592.0,32979797.981,0.0348329396669418,707.6635,2026-08-26 09:00:00
US.QQQ,Invesco QQQ Trust,2026-08-26 09:05:00,707.91,707.89,708.12,707.7,0.0,0.0,28072.0,19873684.187,-0.0028252178949275,707.91,2026-08-26 09:05:00
US.QQQ,Invesco QQQ Trust,2026-08-26 09:10:00,707.89,707.5,708.16,707.48,0.0,0.0,17208.0,12181151.45,-0.0550933054570606,707.89,2026-08-26 09:10:00
US.QQQ,Invesco QQQ Trust,2026-08-26 09:15:00,707.5,708.3,708.32,707.43,0.0,0.0,33223.0,23517394.592,0.11307420494699,707.5,2026-08-26 09:15:00
US.QQQ,Invesco QQQ Trust,2026-08-26 09:20:00,708.3,708.11,708.34,708.01,0.0,0.0,22104.0,15654296.659,-0.0268247917548977,708.3,2026-08-26 09:20:00
US.QQQ,Invesco QQQ Trust,2026-08-26 09:25:00,708.11,708.05,708.11,707.9,0.0,0.0,14743.0,10439001.242,-0.008473259804276,708.11,2026-08-26 09:25:00
US.QQQ,Invesco QQQ Trust,2026-08-26 09:30:00,708.04,708.65,708.65,707.9,0.0,0.0,48753.0,34525449.431,0.08473977826425,708.05,2026-08-26 09:30:00
US.QQQ,Invesco QQQ Trust,2026-08-26 09:35:00,708.41,710.36,710.97,708.37,0.0,0.0,769791.0,546400675.724,0.241303887673751,708.65,2026-08-26 09:35:00
US.QQQ,Invesco QQQ Trust,2026-08-26 09:40:00,710.35,709.93,710.78,709.19,0.0,0.0,404473.0,287136091.137,-0.0605326876513406,710.36,2026-08-26 09:40:00
US.QQQ,Invesco QQQ Trust,2026-08-26 09:45:00,709.87,711.16,711.69,709.59,0.0,0.0,394636.0,280534922.376,0.1732565182482805,709.93,2026-08-26 09:45:00
US.QQQ,Invesco QQQ Trust,2026-08-26 09:50:00,711.16,710.67,711.75,710.63,0.0,0.0,275403.0,195855762.955,-0.068901513020981,711.16,2026-08-26 09:50:00
US.QQQ,Invesco QQQ Trust,2026-08-26 09:55:00,710.68,711.6199,711.62,710.28,0.0,0.0,260643.0,185287375.788,0.133662600081623,710.67,2026-08-26 09:55:00
US.QQQ,Invesco QQQ Trust,2026-08-26 10:00:00,711.62,712.16,712.2,711.31,0.0,0.0,259202.0,184504183.28,0.0758972591969306,711.6199,2026-08-26 10:00:00
US.QQQ,Invesco QQQ Trust,2026-08-26 10:05:00,712.16,711.5558,712.18,711.38,0.0,0.0,266341.0,189534539.991,-0.0848404852842046,712.16,2026-08-26 10:05:00
US.QQQ,Invesco QQQ Trust,2026-08-26 10:10:00,711.57,710.92,711.67,710.8002,0.0,0.0,190936.0,135814278.835,-0.0893534983482697,711.5558,2026-08-26 10:10:00
US.QQQ,Invesco QQQ Trust,2026-08-26 10:15:00,711.0,710.145,711.01,709.8801,0.0,0.0,304294.0,216179924.487,-0.1090136724244608,710.92,2026-08-26 10:15:00
US.QQQ,Invesco QQQ Trust,2026-08-26 10:20:00,710.13,709.98,710.54,709.79,0.0,0.0,267586.0,190056808.889,-0.023234691506659,710.145,2026-08-26 10:20:00
US.QQQ,Invesco QQQ Trust,2026-08-26 10:25:00,709.9599,709.09,710.08,709.0599,0.0,0.0,244481.0,173452022.154,-0.1253556438209507,709.98,2026-08-26 10:25:00
US.QQQ,Invesco QQQ Trust,2026-08-26 10:30:00,709.089,708.525,709.22,707.97,0.0,0.0,436190.0,309048409.561,-0.0796795893328145,709.09,2026-08-26 10:30:00
US.QQQ,Invesco QQQ Trust,2026-08-26 10:35:00,708.49,708.9728,709.136,708.47,0.0,0.0,261119.0,185099468.305,0.0632017218870229,708.525,2026-08-26 10:35:00
US.QQQ,Invesco QQQ Trust,2026-08-26 10:40:00,708.94,709.37,709.79,708.65,0.0,0.0,198726.0,140961542.26,0.0560247163219799,708.9728,2026-08-26 10:40:00
US.QQQ,Invesco QQQ Trust,2026-08-26 10:45:00,709.38,709.54,709.9301,709.35,0.0,0.0,179242.0,127193671.605,0.0239649266250277,709.37,2026-08-26 10:45:00
US.QQQ,Invesco QQQ Trust,2026-08-26 10:50:00,709.5625,709.95,710.05,709.2,0.0,0.0,175507.0,124550599.442,0.0577839163401755,709.54,2026-08-26 10:50:00
US.QQQ,Invesco QQQ Trust,2026-08-26 10:55:00,709.9501,710.05,710.68,709.95,0.0,0.0,212091.0,150653454.731,0.0140854989787885,709.95,2026-08-26 10:55:00
US.QQQ,Invesco QQQ Trust,2026-08-26 11:00:00,710.05,710.3,710.46,709.89,0.0,0.0,171537.0,121826211.544,0.0352087881135131,710.05,2026-08-26 11:00:00
US.QQQ,Invesco QQQ Trust,2026-08-26 11:05:00,710.32,710.51,710.79,710.17,0.0,0.0,170720.0,121287852.467,0.0295649725468163,710.3,2026-08-26 11:05:00
US.QQQ,Invesco QQQ Trust,2026-08-26 11:10:00,710.53,710.71,711.04,710.5,0.0,0.0,188069.0,133665724.8,0.0281487945278807,710.51,2026-08-26 11:10:00
US.QQQ,Invesco QQQ Trust,2026-08-26 11:15:00,710.7189,710.44,710.85,710.25,0.0,0.0,212871.0,151265675.34,-0.0379901788352467,710.71,2026-08-26 11:15:00
US.QQQ,Invesco QQQ Trust,2026-08-26 11:20:00,710.43,710.1,710.43,709.58,0.0,0.0,155045.0,110077636.467,-0.0478576656719824,710.44,2026-08-26 11:20:00
US.QQQ,Invesco QQQ Trust,2026-08-26 11:25:00,710.07,710.04,710.4899,709.86,0.0,0.0,124552.0,88447299.13,-0.0084495141529445,710.1,2026-08-26 11:25:00
US.QQQ,Invesco QQQ Trust,2026-08-26 11:30:00,710.0,710.4,710.66,709.9265,0.0,0.0,123813.0,87940200.357,0.0507013689369632,710.04,2026-08-26 11:30:00
US.QQQ,Invesco QQQ Trust,2026-08-26 11:35:00,710.38,709.7616,710.472,709.5501,0.0,0.0,162163.0,115143059.436,-0.0898648648648554,710.4,2026-08-26 11:35:00
US.QQQ,Invesco QQQ Trust,2026-08-26 11:40:00,709.76,710.2683,710.4,709.75,0.0,0.0,107600.0,76410702.589,0.071390168191673,709.7616,2026-08-26 11:40:00
US.QQQ,Invesco QQQ Trust,2026-08-26 11:45:00,710.26,711.02,711.1799,710.2,0.0,0.0,159177.0,113149149.551,0.1058332463943594,710.2683,2026-08-26 11:45:00
US.QQQ,Invesco QQQ Trust,2026-08-26 11:50:00,710.99,711.15,711.15,710.8231,0.0,0.0,148325.0,105453526.337,0.0182835925852993,711.02,2026-08-26 11:50:00
US.QQQ,Invesco QQQ Trust,2026-08-26 11:55:00,711.15,709.865,711.2196,709.78,0.0,0.0,275145.0,195457252.154,-0.1806932433382504,711.15,2026-08-26 11:55:00
US.QQQ,Invesco QQQ Trust,2026-08-26 12:00:00,709.84,709.44,710.09,709.405,0.0,0.0,121186.0,86017282.634,-0.0598705387644065,709.865,2026-08-26 12:00:00
US.QQQ,Invesco QQQ Trust,2026-08-26 12:05:00,709.43,709.38,709.46,708.7767,0.0,0.0,200213.0,141971795.141,-0.0084573748308608,709.44,2026-08-26 12:05:00
US.QQQ,Invesco QQQ Trust,2026-08-26 12:10:00,709.33,709.2,709.62,709.0701,0.0,0.0,153115.0,108614347.619,-0.0253742704897163,709.38,2026-08-26 12:10:00
US.QQQ,Invesco QQQ Trust,2026-08-26 12:15:00,709.23,709.07,709.3894,709.02,0.0,0.0,202963.0,144107648.087,-0.0183305132543704,709.2,2026-08-26 12:15:00
US.QQQ,Invesco QQQ Trust,2026-08-26 12:20:00,709.07,709.14,709.19,708.88,0.0,0.0,127501.0,90400625.422,0.0098720859717568,709.07,2026-08-26 12:20:00
US.QQQ,Invesco QQQ Trust,2026-08-26 12:25:00,709.13,709.28,709.39,709.05,0.0,0.0,95182.0,67506797.099,0.0197422229743049,709.14,2026-08-26 12:25:00
US.QQQ,Invesco QQQ Trust,2026-08-26 12:30:00,709.28,709.2,709.34,709.02,0.0,0.0,79244.0,56158722.659,-0.0112790435370977,709.28,2026-08-26 12:30:00
US.QQQ,Invesco QQQ Trust,2026-08-26 12:35:00,709.205,709.35,709.5,709.16,0.0,0.0,100784.0,71493968.672,0.0211505922165788,709.2,2026-08-26 12:35:00
US.QQQ,Invesco QQQ Trust,2026-08-26 12:40:00,709.4,708.62,709.455,708.58,0.0,0.0,142092.0,100751492.218,-0.1029111158102513,709.35,2026-08-26 12:40:00
US.QQQ,Invesco QQQ Trust,2026-08-26 12:45:00,708.6,708.3901,708.86,708.29,0.0,0.0,133303.0,94446201.067,-0.0324433405774665,708.62,2026-08-26 12:45:00
US.QQQ,Invesco QQQ Trust,2026-08-26 12:50:00,708.39,708.6,708.97,708.33,0.0,0.0,129122.0,91495319.79,0.0296305665480166,708.3901,2026-08-26 12:50:00
US.QQQ,Invesco QQQ Trust,2026-08-26 12:55:00,708.6,708.65,708.82,708.41,0.0,0.0,63233.0,44808813.832,0.0070561670900302,708.6,2026-08-26 12:55:00
US.QQQ,Invesco QQQ Trust,2026-08-26 13:00:00,708.67,709.3999,709.55,708.63,0.0,0.0,173514.0,123046725.371,0.1058209271149404,708.65,2026-08-26 13:00:00
US.QQQ,Invesco QQQ Trust,2026-08-26 13:05:00,709.39,709.67,709.76,709.26,0.0,0.0,160297.0,113741709.802,0.0380744344621357,709.3999,2026-08-26 13:05:00
US.QQQ,Invesco QQQ Trust,2026-08-26 13:10:00,709.62,709.825,709.9,709.43,0.0,0.0,190855.0,135563792.641,0.0218411374300853,709.67,2026-08-26 13:10:00
US.QQQ,Invesco QQQ Trust,2026-08-26 13:15:00,709.7901,709.9,710.0,709.73,0.0,0.0,116350.0,82594488.98,0.0105659845736529,709.825,2026-08-26 13:15:00
US.QQQ,Invesco QQQ Trust,2026-08-26 13:20:00,709.91,710.27,710.47,709.91,0.0,0.0,168386.0,119591423.001,0.0521200169037899,709.9,2026-08-26 13:20:00
US.QQQ,Invesco QQQ Trust,2026-08-26 13:25:00,710.27,710.6211,710.645,710.27,0.0,0.0,108283.0,76928665.533,0.0494319061765207,710.27,2026-08-26 13:25:00
US.QQQ,Invesco QQQ Trust,2026-08-26 13:30:00,710.62,710.605,710.68,710.33,0.0,0.0,136745.0,97141635.711,-0.0022656236917166,710.6211,2026-08-26 13:30:00
US.QQQ,Invesco QQQ Trust,2026-08-26 13:35:00,710.6,710.85,710.94,710.5101,0.0,0.0,168325.0,119621389.394,0.0344776633994982,710.605,2026-08-26 13:35:00
US.QQQ,Invesco QQQ Trust,2026-08-26 13:40:00,710.86,710.915,711.09,710.79,0.0,0.0,152822.0,108644945.19,0.0091439825560865,710.85,2026-08-26 13:40:00
US.QQQ,Invesco QQQ Trust,2026-08-26 13:45:00,710.91,710.93,711.16,710.721,0.0,0.0,144595.0,102802781.839,0.0021099568865456,710.915,2026-08-26 13:45:00
US.QQQ,Invesco QQQ Trust,2026-08-26 13:50:00,710.93,710.66,711.03,710.605,0.0,0.0,183610.0,130531403.148,-0.0379784226295109,710.93,2026-08-26 13:50:00
US.QQQ,Invesco QQQ Trust,2026-08-26 13:55:00,710.6799,711.07,711.1,710.66,0.0,0.0,147643.0,104958807.37,0.0576928489010331,710.66,2026-08-26 13:55:00
US.QQQ,Invesco QQQ Trust,2026-08-26 14:00:00,711.07,711.01,711.24,710.98,0.0,0.0,81799.0,58167847.866,-0.0084379878211792,711.07,2026-08-26 14:00:00
US.QQQ,Invesco QQQ Trust,2026-08-26 14:05:00,711.02,710.86,711.02,710.725,0.0,0.0,224303.0,159463926.75,-0.0210967496940939,711.01,2026-08-26 14:05:00
US.QQQ,Invesco QQQ Trust,2026-08-26 14:10:00,710.86,711.15,711.2926,710.85,0.0,0.0,117350.0,83442441.029,0.0407956559660078,710.86,2026-08-26 14:10:00
US.QQQ,Invesco QQQ Trust,2026-08-26 14:15:00,711.17,710.68,711.19,710.5838,0.0,0.0,140227.0,99679583.302,-0.0660901356957079,711.15,2026-08-26 14:15:00
US.QQQ,Invesco QQQ Trust,2026-08-26 14:20:00,710.68,710.96,711.04,710.56,0.0,0.0,194625.0,138347863.944,0.0393988855743916,710.68,2026-08-26 14:20:00
US.QQQ,Invesco QQQ Trust,2026-08-26 14:25:00,710.9699,710.84,711.2,710.8206,0.0,0.0,97084.0,69025843.823,-0.0168785866996743,710.96,2026-08-26 14:25:00
US.QQQ,Invesco QQQ Trust,2026-08-26 14:30:00,710.82,710.9,711.02,710.71,0.0,0.0,113272.0,80523170.272,0.0084407180237388,710.84,2026-08-26 14:30:00
US.QQQ,Invesco QQQ Trust,2026-08-26 14:35:00,710.9,711.31,711.45,710.81,0.0,0.0,169481.0,120528175.277,0.0576733717822433,710.9,2026-08-26 14:35:00
US.QQQ,Invesco QQQ Trust,2026-08-26 14:40:00,711.33,711.21,711.39,711.17,0.0,0.0,86904.0,61813522.097,-0.0140585679942513,711.31,2026-08-26 14:40:00
US.QQQ,Invesco QQQ Trust,2026-08-26 14:45:00,711.21,711.26,711.33,711.11,0.0,0.0,244480.0,173877300.687,0.0070302723527445,711.21,2026-08-26 14:45:00
US.QQQ,Invesco QQQ Trust,2026-08-26 14:50:00,711.27,711.86,712.06,711.27,0.0,0.0,167113.0,118941206.804,0.0843573376824259,711.26,2026-08-26 14:50:00
US.QQQ,Invesco QQQ Trust,2026-08-26 14:55:00,711.8508,711.82,711.99,711.6301,0.0,0.0,131454.0,93568564.442,-0.0056190824038383,711.86,2026-08-26 14:55:00
US.QQQ,Invesco QQQ Trust,2026-08-26 15:00:00,711.82,711.89,712.08,711.75,0.0,0.0,118611.0,84443306.414,0.0098339467842904,711.82,2026-08-26 15:00:00
US.QQQ,Invesco QQQ Trust,2026-08-26 15:05:00,711.875,712.9626,713.02,711.81,0.0,0.0,425510.0,302961018.4,0.1506693449830684,711.89,2026-08-26 15:05:00
US.QQQ,Invesco QQQ Trust,2026-08-26 15:10:00,712.96,712.51,713.01,712.51,0.0,0.0,222478.0,158564486.621,-0.0634815907594537,712.9626,2026-08-26 15:10:00
US.QQQ,Invesco QQQ Trust,2026-08-26 15:15:00,712.51,712.345,712.63,712.12,0.0,0.0,121173.0,86328266.41,-0.0231575697183146,712.51,2026-08-26 15:15:00
US.QQQ,Invesco QQQ Trust,2026-08-26 15:20:00,712.35,712.69,712.75,712.33,0.0,0.0,159369.0,113559501.847,0.0484315886263014,712.345,2026-08-26 15:20:00
US.QQQ,Invesco QQQ Trust,2026-08-26 15:25:00,712.68,712.52,712.7,712.17,0.0,0.0,208301.0,148376702.195,-0.0238532882459516,712.69,2026-08-26 15:25:00
