time_key,open,high,low,close,volume,time_clean
2026-04-23 00:00:00,482.205845591,493.544001991,471.727456975,481.645931696,38178002.0,2026-04-23
2026-04-24 00:00:00,495.838749101,506.912046231,489.284756985,496.643625326,35379587.0,2026-04-24
2026-04-27 00:00:00,510.481497315,531.278299149,509.940080575,524.479344703,41298792.0,2026-04-27
2026-04-28 00:00:00,503.462576696,518.753525229,488.154930731,504.212461378,44816645.0,2026-04-28
2026-04-29 00:00:00,525.919123292,530.938351426,508.721867914,518.380282627,36248450.0,2026-04-29
2026-04-30 00:00:00,529.658548237,535.417662591,502.497725073,517.080482512,36554397.0,2026-04-30
2026-05-01 00:00:00,511.70130973,545.82606197,510.13155113,542.126630874,40215252.0,2026-05-01
2026-05-04 00:00:00,560.513803265,592.707852411,557.674239937,576.3613662,46043705.0,2026-05-04
2026-05-05 00:00:00,609.681242215,651.639789761,605.376904143,640.101564128,64268503.0,2026-05-05
2026-05-06 00:00:00,660.268462829,667.567340396,627.483504554,666.487506454,55725835.0,2026-05-06
2026-05-07 00:00:00,649.730083438,682.984969447,635.322399076,646.530575464,47527514.0,2026-05-07
2026-05-08 00:00:00,676.3459904,747.095110484,676.106027302,746.695171988,65130914.0,2026-05-08
2026-05-11 00:00:00,792.858072981,818.544122938,767.881913856,795.207711649,70972938.0,2026-05-11
2026-05-12 00:00:00,774.580883677,782.639644387,706.492354443,766.462132192,73742954.0,2026-05-12
2026-05-13 00:00:00,813.029970913,814.824694917,779.350150251,803.506435458,54875148.0,2026-05-13
2026-05-14 00:00:00,787.498897124,811.875148504,775.510740682,775.890682254,42142707.0,2026-05-14
2026-05-15 00:00:00,732.457361501,749.47474454,718.889447998,724.548577727,48519043.0,2026-05-15
2026-05-18 00:00:00,750.344610771,756.883605194,663.148020006,681.435207772,60042491.0,2026-05-18
2026-05-19 00:00:00,665.47766175,725.838379379,652.109717494,698.632563135,61792066.0,2026-05-19
2026-05-20 00:00:00,734.841994789,735.566883314,700.552267919,731.877450681,48827357.0,2026-05-20
2026-05-21 00:00:00,736.246778759,764.782390505,732.087418392,761.982821028,42461460.0,2026-05-21
2026-05-22 00:00:00,756.698633639,780.079938023,747.085112022,750.884527742,36002915.0,2026-05-22
2026-05-26 00:00:00,820.373841561,916.65893468,820.168873081,895.742251282,76560763.0,2026-05-26
2026-05-27 00:00:00,955.513059629,956.01298275,888.013439832,928.267249535,72295713.0,2026-05-27
2026-05-28 00:00:00,929.687031198,949.343908331,904.640882836,923.378001411,49694349.0,2026-05-28
2026-05-29 00:00:00,956.852853594,980.849163402,940.365389063,970.850700982,60498561.0,2026-05-29
2026-06-01 00:00:00,1009.564747472,1046.809019986,1009.344781299,1035.340783591,46552116.0,2026-06-01
2026-06-02 00:00:00,1049.8385541,1076.394470287,1017.044597208,1063.936386112,47555370.0,2026-06-02
2026-06-03 00:00:00,1078.84409358,1089.122512948,1038.340322317,1079.404007475,40324175.0,2026-06-03
2026-06-04 00:00:00,1006.945150318,1036.210549836,971.530596426,995.846857032,54917159.0,2026-06-04
2026-06-05 00:00:00,944.254790944,961.742101717,863.87715155,863.87715155,77250536.0,2026-06-05
2026-06-08 00:00:00,938.12073425,962.801938733,916.359080793,949.134040605,54097769.0,2026-06-08
2026-06-09 00:00:00,988.023060188,988.997910274,854.218636852,935.746099425,73448646.0,2026-06-09
2026-06-10 00:00:00,904.990829021,957.33277979,883.114193246,891.742866314,55712574.0,2026-06-10
2026-06-11 00:00:00,904.230945877,996.616738638,895.362309711,995.71687702,59418902.0,2026-06-11
2026-06-12 00:00:00,971.660576438,1012.464101604,960.042363105,981.459069609,40995386.0,2026-06-12
2026-06-15 00:00:00,1055.727648465,1097.301255207,1051.338423447,1087.822712833,44994605.0,2026-06-15
2026-06-16 00:00:00,1099.530912327,1110.229167132,1019.84316684,1020.603049983,45499755.0,2026-06-16
2026-06-17 00:00:00,1061.136816634,1093.501839488,1013.984067861,1043.029601191,46149178.0,2026-06-17
2026-06-18 00:00:00,1107.894626141,1149.253265942,1092.625474257,1133.815639965,64642538.0,2026-06-18
2026-06-22 00:00:00,1196.031072374,1213.373405441,1168.390323013,1211.193740633,53140816.0,2026-06-22
2026-06-23 00:00:00,1079.83394136,1124.82702225,1038.340322317,1051.608281948,60243260.0,2026-06-23
2026-06-24 00:00:00,1082.053600017,1083.153430883,990.94771043,1048.348783199,68935710.0,2026-06-24
2026-06-25 00:00:00,1232.810416386,1254.80703371,1136.135283247,1213.373405441,83040960.0,2026-06-25
2026-06-26 00:00:00,1138.899858106,1198.527788424,1121.187581929,1132.155895203,86405307.0,2026-06-26
2026-06-29 00:00:00,1128.526453345,1148.613364347,1023.492605623,1145.103904037,60694113.0,2026-06-29
2026-06-30 00:00:00,1144.553988604,1168.5003061,1124.487074527,1154.112518678,42152627.0,2026-06-30
2026-07-01 00:00:00,1081.843632306,1096.831327474,1032.041290992,1032.121278691,51328104.0,2026-07-01
2026-07-02 00:00:00,1041.339861043,1064.476303082,950.133886847,975.409999845,61844373.0,2026-07-02
2026-07-06 00:00:00,1007.0,1019.0,980.85,984.75,37115846.0,2026-07-06
2026-07-07 00:00:00,923.01,942.02,891.66,938.38,52367526.0,2026-07-07
2026-07-08 00:00:00,902.64,959.0,900.41,948.8,42978962.0,2026-07-08
2026-07-09 00:00:00,1016.51,1035.5,987.13,991.64,41110745.0,2026-07-09
2026-07-10 00:00:00,964.975,998.0,954.13,979.3,31768093.0,2026-07-10
2026-07-13 00:00:00,929.0,943.5,902.6,937.0,35536239.0,2026-07-13
2026-07-14 00:00:00,988.38,994.8,950.07,983.12,30835225.0,2026-07-14
2026-07-15 00:00:00,975.805,978.4,873.6301,904.28,54779242.0,2026-07-15
2026-07-16 00:00:00,866.765,887.71,840.51,853.2,46718034.0,2026-07-16
