code,name,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
US.GOOGL,Alphabet-A,2025-08-06,194.5,196.09,196.63,193.67,24.389,0.00197,21562908.0,4216679782.0,0.729439564391029,194.67
US.GOOGL,Alphabet-A,2025-08-07,197.06,196.52,197.54,194.33,24.442,0.00241,26321811.0,5163774424.0,0.21928706206334175,196.09
US.GOOGL,Alphabet-A,2025-08-08,197.22,201.42,202.61,197.17,25.052,0.00358,39161826.0,7867510599.0,2.493384897211468,196.52
US.GOOGL,Alphabet-A,2025-08-11,200.935,201.0,201.475,199.07,25.0,0.00236,25832435.0,5183400439.0,-0.20851951146856693,201.42
US.GOOGL,Alphabet-A,2025-08-12,201.365,203.34,204.5,200.59,25.291,0.00278,30424452.0,6176427872.0,1.1641791044776135,201.0
US.GOOGL,Alphabet-A,2025-08-13,204.13,201.96,204.53,197.5101,25.119,0.00259,28342922.0,5726817929.0,-0.6786662732369408,203.34
US.GOOGL,Alphabet-A,2025-08-14,201.5,202.94,204.44,201.225,25.241,0.00231,25230427.0,5123842060.0,0.4852446028916566,201.96
US.GOOGL,Alphabet-A,2025-08-15,203.85,203.9,206.44,201.28,25.36,0.00319,34931422.0,7155685034.0,0.47304622055780426,202.94
US.GOOGL,Alphabet-A,2025-08-18,204.2,203.5,205.265,202.49,25.31,0.00169,18526594.0,3771549469.0,-0.1961745953898998,203.9
US.GOOGL,Alphabet-A,2025-08-19,203.03,201.57,203.44,199.96,25.07,0.00222,24240233.0,4876929855.0,-0.9484029484029518,203.5
US.GOOGL,Alphabet-A,2025-08-20,200.73,199.32,201.28,196.595,24.791,0.00265,28955498.0,5762141159.0,-1.116237535347522,201.57
US.GOOGL,Alphabet-A,2025-08-21,199.745,199.75,202.48,199.43,24.844,0.00181,19774633.0,3958867077.0,0.2157334938791927,199.32
US.GOOGL,Alphabet-A,2025-08-22,202.73,206.09,208.54,201.3,25.633,0.00392,42827040.0,8795785155.0,3.173967459324157,199.75
US.GOOGL,Alphabet-A,2025-08-25,206.43,208.49,210.52,205.28,25.931,0.00274,29928878.0,6245348241.0,1.1645397641807005,206.09
US.GOOGL,Alphabet-A,2025-08-26,207.51,207.14,207.85,205.7,25.763,0.0026,28464130.0,5889047267.0,-0.647513070171242,208.49
US.GOOGL,Alphabet-A,2025-08-27,205.7,207.48,208.91,205.65,25.805,0.0021,23022850.0,4778519630.0,0.16414019503717459,207.14
US.GOOGL,Alphabet-A,2025-08-28,207.25,211.64,212.22,206.9,26.323,0.00296,32339307.0,6820776387.0,2.0050125313283194,207.48
US.GOOGL,Alphabet-A,2025-08-29,210.51,212.91,214.645,210.2,26.481,0.00363,39728364.0,8442111457.0,0.6000756000756049,211.64
US.GOOGL,Alphabet-A,2025-09-02,208.44,211.35,211.675,206.195,26.287,0.00434,47523037.0,10095039736.0,-0.7327039594194741,212.91
US.GOOGL,Alphabet-A,2025-09-03,226.21,230.66,231.31,224.79,28.689,0.00945,103336125.0,23578461372.0,9.136503430328839,211.35
US.GOOGL,Alphabet-A,2025-09-04,229.65,232.3,232.37,226.11,28.893,0.00473,51684167.0,11873779535.0,0.7110032081852141,230.66
US.GOOGL,Alphabet-A,2025-09-05,232.2,235.0,235.76,231.9,29.228,0.00426,46588925.0,10903474177.0,1.162290142057679,232.3
US.GOOGL,Alphabet-A,2025-09-08,235.47,234.04,238.13,233.67,29.109,0.00297,32474743.0,7639554752.0,-0.4085106382978757,235.0
US.GOOGL,Alphabet-A,2025-09-09,234.165,239.63,240.47,233.229,29.804,0.00348,38060959.0,9047563755.0,2.3884806016065645,234.04
US.GOOGL,Alphabet-A,2025-09-10,238.9,239.17,241.66,237.85,29.747,0.00321,35141074.0,8426075236.0,-0.19196260902224596,239.63
US.GOOGL,Alphabet-A,2025-09-11,239.88,240.37,242.25,236.25,29.896,0.0028,30599328.0,7334919999.0,0.5017351674541193,239.17
US.GOOGL,Alphabet-A,2025-09-12,240.37,240.8,242.075,238.0,29.95,0.00245,26771610.0,6435866074.0,0.178890876565298,240.37
US.GOOGL,Alphabet-A,2025-09-15,244.66,251.61,252.4099,244.66,31.294,0.00534,58383796.0,14578909014.0,4.48920265780731,240.8
US.GOOGL,Alphabet-A,2025-09-16,252.08,251.16,253.04,249.47,31.238,0.00312,34109720.0,8574003997.0,-0.17884821747943921,251.61
US.GOOGL,Alphabet-A,2025-09-17,251.22,249.53,251.6,246.28,31.036,0.00312,34107992.0,8499065631.0,-0.6489886924669516,251.16
US.GOOGL,Alphabet-A,2025-09-18,251.68,252.03,253.99,249.8,31.347,0.00286,31239474.0,7862310391.0,1.0018835410571876,249.53
US.GOOGL,Alphabet-A,2025-09-19,253.25,254.72,256.0,251.81,31.681,0.00508,55571424.0,14131016127.0,1.0673332539777,252.03
US.GOOGL,Alphabet-A,2025-09-22,254.43,252.53,255.78,250.3,31.409,0.00295,32290538.0,8156249288.0,-0.8597675879396977,254.72
US.GOOGL,Alphabet-A,2025-09-23,253.04,251.66,254.36,250.48,31.3,0.00243,26628016.0,6711374061.0,-0.34451352314576666,252.53
US.GOOGL,Alphabet-A,2025-09-24,251.66,247.14,252.3501,246.44,30.738,0.00258,28201003.0,7002776065.0,-1.796074068187241,251.66
US.GOOGL,Alphabet-A,2025-09-25,244.4,245.79,246.49,240.74,30.57,0.00284,31020383.0,7588275356.0,-0.5462490895848484,247.14
US.GOOGL,Alphabet-A,2025-09-26,247.065,246.54,249.42,245.97,30.664,0.00169,18503194.0,4569482715.0,0.3051385328939339,245.79
US.GOOGL,Alphabet-A,2025-09-29,247.85,244.05,251.1486,242.77,30.354,0.00297,32505777.0,8001609849.0,-1.0099780968605423,246.54
US.GOOGL,Alphabet-A,2025-09-30,242.81,243.1,243.29,239.245,30.236,0.00317,34724346.0,8394593499.0,-0.3892644949805438,244.05
US.GOOGL,Alphabet-A,2025-10-01,240.75,244.9,246.3,238.61,30.46,0.00289,31658234.0,7693325216.0,0.7404360345536863,243.1
US.GOOGL,Alphabet-A,2025-10-02,245.15,245.69,246.81,242.3,30.558,0.00233,25483298.0,6236592263.0,0.3225806451612871,244.9
US.GOOGL,Alphabet-A,2025-10-03,244.49,245.35,246.3,241.655,30.516,0.00277,30249559.0,7389749081.0,-0.13838577068663901,245.69
US.GOOGL,Alphabet-A,2025-10-06,244.78,250.43,251.32,244.58,31.148,0.00264,28894653.0,7175257514.0,2.070511514163445,245.35
US.GOOGL,Alphabet-A,2025-10-07,248.27,245.76,250.44,245.52,30.567,0.00212,23181285.0,5726848573.0,-1.8647925568023063,250.43
US.GOOGL,Alphabet-A,2025-10-08,244.96,244.62,246.005,243.82,30.425,0.00195,21307104.0,5215776905.0,-0.46386718749999445,245.76
US.GOOGL,Alphabet-A,2025-10-09,244.47,241.53,244.76,239.15,30.041,0.00255,27892086.0,6731786578.0,-1.2631837135148407,244.62
