code,name,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
US.TSLA,Tesla,2026-08-25 19:10:00,350.88,350.79,350.9,350.78,0.0,0.0,1035.0,363291.691,-0.025649794801634457,350.88
US.TSLA,Tesla,2026-08-25 19:15:00,350.79,350.825,350.92,350.775,0.0,0.0,1231.0,431911.328,0.009977479403622726,350.79
US.TSLA,Tesla,2026-08-25 19:20:00,350.825,350.7999,350.8792,350.77,0.0,0.0,983.0,344870.273,-0.00715456424143348,350.825
US.TSLA,Tesla,2026-08-25 19:25:00,350.7999,350.86,350.86,350.7,0.0,0.0,2311.0,810687.669,0.017132273982984034,350.7999
US.TSLA,Tesla,2026-08-25 19:30:00,350.86,350.8,350.86,350.748,0.0,0.0,1359.0,476739.257,-0.01710083794105976,350.86
US.TSLA,Tesla,2026-08-25 19:35:00,350.8,350.7516,350.8282,350.73,0.0,0.0,6627.0,2324644.781,-0.013797035347780815,350.8
US.TSLA,Tesla,2026-08-25 19:40:00,350.7516,350.7998,350.7998,350.73,0.0,0.0,817.0,286600.772,0.013741918782411388,350.7516
US.TSLA,Tesla,2026-08-25 19:45:00,350.7998,350.73,350.7998,350.73,0.0,0.0,1611.0,565067.528,-0.01989738876703651,350.7998
US.TSLA,Tesla,2026-08-25 19:50:00,350.73,350.58,350.74,350.5,0.0,0.0,6286.0,2204772.44,-0.042767941151322694,350.73
US.TSLA,Tesla,2026-08-25 19:55:00,350.56,350.56,350.69,350.5294,0.0,0.0,1921.0,673472.369,-0.0057048319926926265,350.58
US.TSLA,Tesla,2026-08-25 20:00:00,350.56,350.8,350.8,350.55,0.0,0.0,6137.0,2152517.911,0.06846188954815413,350.56
US.TSLA,Tesla,2026-08-26 04:05:00,350.25,350.38,350.7,348.68,0.0,0.0,47216.0,16544805.288,-0.11972633979475938,350.8
US.TSLA,Tesla,2026-08-26 04:10:00,350.38,350.54,350.54,350.36,0.0,0.0,1551.0,543638.095,0.04566470688966979,350.38
US.TSLA,Tesla,2026-08-26 04:15:00,350.54,350.18,350.61,350.05,0.0,0.0,3243.0,1136280.724,-0.10269869344440397,350.54
US.TSLA,Tesla,2026-08-26 04:20:00,350.17,349.84,350.23,349.84,0.0,0.0,3520.0,1232446.589,-0.09709292363928032,350.18
US.TSLA,Tesla,2026-08-26 04:25:00,349.84,349.53,349.8803,349.53,0.0,0.0,6004.0,2099652.043,-0.08861193688543399,349.84
US.TSLA,Tesla,2026-08-26 04:30:00,349.53,350.17,350.17,349.51,0.0,0.0,2210.0,773380.834,0.18310302406089413,349.53
US.TSLA,Tesla,2026-08-26 04:35:00,350.17,350.03,350.17,349.8376,0.0,0.0,830.0,290490.473,-0.03998058086073713,350.17
US.TSLA,Tesla,2026-08-26 04:40:00,350.03,349.725,350.19,349.725,0.0,0.0,645.0,226063.766,-0.08713538839526612,350.03
US.TSLA,Tesla,2026-08-26 04:45:00,349.725,350.0,350.0,349.725,0.0,0.0,1629.0,570360.176,0.07863321180927221,349.725
US.TSLA,Tesla,2026-08-26 04:50:00,350.0,349.95,350.0,349.948,0.0,0.0,913.0,319735.657,-0.014285714285717534,350.0
US.TSLA,Tesla,2026-08-26 04:55:00,349.95,350.0,350.0,349.95,0.0,0.0,871.0,305127.429,0.014287755393630908,349.95
US.TSLA,Tesla,2026-08-26 05:00:00,350.0,349.85,350.0,349.7,0.0,0.0,1854.0,648488.019,-0.04285714285713636,350.0
US.TSLA,Tesla,2026-08-26 05:05:00,349.85,349.85,349.85,349.75,0.0,0.0,1051.0,367943.213,0.0,349.85
US.TSLA,Tesla,2026-08-26 05:10:00,349.85,349.58,349.85,349.57,0.0,0.0,645.0,225511.659,-0.07717593254252926,349.85
US.TSLA,Tesla,2026-08-26 05:15:00,349.58,349.5562,349.58,349.55,0.0,0.0,761.0,266153.461,-0.0068081698037628785,349.58
US.TSLA,Tesla,2026-08-26 05:20:00,349.5562,349.75,349.75,349.5,0.0,0.0,1989.0,695523.443,0.05544172868340204,349.5562
US.TSLA,Tesla,2026-08-26 05:25:00,349.75,349.33,349.75,349.25,0.0,0.0,2482.0,867496.456,-0.12008577555397168,349.75
US.TSLA,Tesla,2026-08-26 05:30:00,349.33,349.47,349.5,349.29,0.0,0.0,1884.0,658537.09,0.04007671828930902,349.33
US.TSLA,Tesla,2026-08-26 05:35:00,349.47,349.46,349.6878,349.46,0.0,0.0,979.0,342370.915,-0.002861475949308309,349.47
