time_key,open,high,low,close,volume,turnover,code,name
2025-09-10 09:00:00,583.74,583.77,581.33,581.7,8229724.0,4792683426.117,US.QQQ,Invesco QQQ Trust
2025-09-10 10:00:00,581.7,583.45,581.45,582.975,7881024.0,4593176756.896,US.QQQ,Invesco QQQ Trust
2025-09-10 11:00:00,582.97,583.31,581.8499,582.93,6393374.0,3724714932.23,US.QQQ,Invesco QQQ Trust
2025-09-10 12:00:00,582.93,582.935,581.25,581.58,3928721.0,2286149676.091,US.QQQ,Invesco QQQ Trust
2025-09-10 13:00:00,581.59,582.29,580.73,581.12,4119895.0,2395475692.877,US.QQQ,Invesco QQQ Trust
2025-09-10 14:00:00,581.11,581.31,579.762,579.98,4948757.0,2872940709.995,US.QQQ,Invesco QQQ Trust
2025-09-10 15:00:00,580.0,580.89,578.55,580.59,7573192.0,4390671902.902,US.QQQ,Invesco QQQ Trust
2025-09-10 16:00:00,580.59,581.14,580.57,580.7,2453766.0,1425352679.284,US.QQQ,Invesco QQQ Trust
2025-09-11 09:00:00,583.24,583.73,581.62,583.0872,6321345.0,3683518424.12,US.QQQ,Invesco QQQ Trust
2025-09-11 10:00:00,583.08,584.24,582.5,583.56,8901781.0,5192729051.2960005,US.QQQ,Invesco QQQ Trust
2025-09-11 11:00:00,583.57,584.88,583.175,584.43,6296281.0,3678562434.25,US.QQQ,Invesco QQQ Trust
2025-09-11 12:00:00,584.415,584.83,583.67,583.9899,3467750.0,2026210641.167,US.QQQ,Invesco QQQ Trust
2025-09-11 13:00:00,583.98,584.61,583.73,584.37,3306915.0,1931935262.477,US.QQQ,Invesco QQQ Trust
2025-09-11 14:00:00,584.37,584.8,584.1407,584.64,3443035.0,2011163693.078,US.QQQ,Invesco QQQ Trust
2025-09-11 15:00:00,584.64,584.87,584.3101,584.675,4945390.0,2890258074.227,US.QQQ,Invesco QQQ Trust
2025-09-11 16:00:00,584.67,584.81,584.005,584.08,4077617.0,2382571428.745,US.QQQ,Invesco QQQ Trust
2025-09-12 09:00:00,585.04,585.57,584.1,584.6693,4709500.0,2753946687.109,US.QQQ,Invesco QQQ Trust
2025-09-12 10:00:00,584.67,586.63,584.66,586.62,7541841.0,4416164270.23,US.QQQ,Invesco QQQ Trust
2025-09-12 11:00:00,586.63,586.83,585.79,586.175,6367292.0,3732154511.2469997,US.QQQ,Invesco QQQ Trust
2025-09-12 12:00:00,586.18,586.78,585.77,586.72,5351011.0,3137107510.355,US.QQQ,Invesco QQQ Trust
2025-09-12 13:00:00,586.71,586.98,586.235,586.86,5710497.0,3349480062.842,US.QQQ,Invesco QQQ Trust
2025-09-12 14:00:00,586.86,587.77,586.75,587.74,7785430.0,4570161034.818,US.QQQ,Invesco QQQ Trust
2025-09-12 15:00:00,587.75,587.86,586.12,587.2201,7901322.0,4637904237.761,US.QQQ,Invesco QQQ Trust
2025-09-12 16:00:00,587.22,587.22,586.64,586.66,2478746.0,1454633824.425,US.QQQ,Invesco QQQ Trust
2025-09-15 09:00:00,588.44,590.2,588.295,590.11,5658281.0,3334159040.857,US.QQQ,Invesco QQQ Trust
2025-09-15 10:00:00,590.1,590.56,589.68,590.2,6766788.0,3993486569.805,US.QQQ,Invesco QQQ Trust
2025-09-15 11:00:00,590.22,590.98,589.96,590.95,5230397.0,3086994746.621,US.QQQ,Invesco QQQ Trust
2025-09-15 12:00:00,590.94,591.18,590.59,590.76,4373074.0,2583527890.755,US.QQQ,Invesco QQQ Trust
2025-09-15 13:00:00,590.76,590.92,590.19,590.84,3975209.0,2347563749.936,US.QQQ,Invesco QQQ Trust
2025-09-15 14:00:00,590.85,591.1799,590.09,590.72,4526910.0,2673159567.135,US.QQQ,Invesco QQQ Trust
2025-09-15 15:00:00,590.725,591.215,590.465,591.1,5510740.0,3254702429.75,US.QQQ,Invesco QQQ Trust
2025-09-15 16:00:00,591.1,591.79,590.83,591.68,4129719.0,2442053429.816,US.QQQ,Invesco QQQ Trust
2025-09-16 09:00:00,592.61,592.86,591.1,591.36,5764356.0,3412418703.197,US.QQQ,Invesco QQQ Trust
2025-09-16 10:00:00,591.365,591.91,590.99,591.6,5942949.0,3514997514.8919997,US.QQQ,Invesco QQQ Trust
2025-09-16 11:00:00,591.6,591.61,590.5611,591.04,3933839.0,2325083258.955,US.QQQ,Invesco QQQ Trust
2025-09-16 12:00:00,591.0451,591.18,590.49,591.0551,3333044.0,1969583338.416,US.QQQ,Invesco QQQ Trust
2025-09-16 13:00:00,591.05,591.63,591.025,591.33,4067070.0,2404944202.585,US.QQQ,Invesco QQQ Trust
2025-09-16 14:00:00,591.34,591.71,591.1,591.61,3015513.0,1783271658.059,US.QQQ,Invesco QQQ Trust
2025-09-16 15:00:00,591.62,592.07,591.295,591.56,5667354.0,3353114538.8789997,US.QQQ,Invesco QQQ Trust
2025-09-16 16:00:00,591.57,591.72,591.01,591.18,2404841.0,1422109551.465,US.QQQ,Invesco QQQ Trust
