time_key,time_clean,open,high,low,close,volume
2025-09-11 14:00:00,2025-09-11 14:00,153.024397239,153.069125451,150.917778343,151.062545993,3380162.0
2025-09-11 15:00:00,2025-09-11 15:00,151.057554005,151.3071534,149.852088766,150.263827928,3681656.0
2025-09-11 16:00:00,2025-09-11 16:00,150.238867988,150.588307142,150.009236545,150.458515456,4024052.0
2025-09-11 17:00:00,2025-09-11 17:00,150.458515456,150.708015012,150.129044254,150.129044254,36342.0
2025-09-11 18:00:00,2025-09-11 18:00,150.129044254,150.13902823,149.75963715,150.059156424,38147.0
2025-09-11 19:00:00,2025-09-11 19:00,150.059156424,150.327925053,149.959316666,150.258336741,23887.0
2025-09-11 20:00:00,2025-09-11 20:00,150.258037222,150.258037222,150.059256264,150.248851964,3835.0
2025-09-12 04:00:00,2025-09-12 04:00,150.328723771,152.854669651,150.328723771,152.245647126,99858.0
2025-09-12 05:00:00,2025-09-12 05:00,152.245647126,152.255631102,151.756432312,151.826320142,38838.0
2025-09-12 06:00:00,2025-09-12 06:00,151.826320142,155.460487337,151.267217497,154.951304571,227198.0
2025-09-12 07:00:00,2025-09-12 07:00,154.951304571,156.448900942,154.45210578,155.650182877,363929.0
2025-09-12 08:00:00,2025-09-12 08:00,155.700102756,156.069509861,154.122634578,154.701705175,674466.0
2025-09-12 09:00:00,2025-09-12 09:00,154.651785296,155.718672951,152.964493385,154.621833369,6572426.0
2025-09-12 10:00:00,2025-09-12 10:00,154.751625055,156.408965039,153.633419764,155.530375168,5620490.0
2025-09-12 11:00:00,2025-09-12 11:00,155.520391192,157.136197837,155.07111228,156.837277601,4331026.0
2025-09-12 12:00:00,2025-09-12 12:00,156.85824395,157.087875394,155.839878418,156.100060827,2607086.0
2025-09-12 13:00:00,2025-09-12 13:00,156.069509861,157.487134587,155.999721871,157.42393602,1850331.0
2025-09-12 14:00:00,2025-09-12 14:00,157.40736262,157.90656141,156.682625816,157.891585447,2428515.0
2025-09-12 15:00:00,2025-09-12 15:00,157.886593459,158.02636912,156.8792103,157.347458765,3291300.0
2025-09-12 16:00:00,2025-09-12 16:00,157.337474789,157.467266475,156.948099733,157.446799324,4072783.0
2025-09-12 17:00:00,2025-09-12 17:00,157.446799324,157.507202378,157.347458765,157.447298523,48742.0
2025-09-12 18:00:00,2025-09-12 18:00,157.447298523,157.497218402,157.317506838,157.497218402,24949.0
2025-09-12 19:00:00,2025-09-12 19:00,157.497218402,157.497218402,157.106844948,157.167747201,31549.0
2025-09-12 20:00:00,2025-09-12 20:00,157.167747201,157.247619007,157.167747201,157.247619007,4853.0
2025-09-15 04:00:00,2025-09-15 04:00,156.97805166,157.617026112,154.941320595,155.150984087,56649.0
2025-09-15 05:00:00,2025-09-15 05:00,155.150984087,155.250823845,154.6917212,155.031176377,50454.0
2025-09-15 06:00:00,2025-09-15 06:00,155.051144329,157.027971539,155.051144329,156.149381668,86600.0
2025-09-15 07:00:00,2025-09-15 07:00,156.149381668,157.676929967,156.149381668,157.507202378,72762.0
2025-09-15 08:00:00,2025-09-15 08:00,157.507202378,158.944894895,156.988035636,157.666846151,425277.0
2025-09-15 09:00:00,2025-09-15 09:00,157.666846151,160.082968297,156.468868894,158.67033556,4092558.0
2025-09-15 10:00:00,2025-09-15 10:00,158.735231403,159.236426988,156.968067684,157.047939491,3275261.0
2025-09-15 11:00:00,2025-09-15 11:00,157.047939491,158.449889374,156.78835612,157.6220181,2463187.0
2025-09-15 12:00:00,2025-09-15 12:00,157.617026112,157.632002076,156.468968734,156.652574049,1592042.0
2025-09-15 13:00:00,2025-09-15 13:00,156.673540398,156.928131781,156.349061184,156.568708652,1202166.0
2025-09-15 14:00:00,2025-09-15 14:00,156.568708652,157.435317752,156.299141305,157.107843346,1325167.0
2025-09-15 15:00:00,2025-09-15 15:00,157.09785937,157.666945991,156.828292023,157.28755491,1730363.0
2025-09-15 16:00:00,2025-09-15 16:00,157.267586959,157.607042136,157.147779249,157.43212288,3443351.0
