code,name,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
US.SPY,SPDR S&P 500 ETF,2026-08-10 09:35:00,772.6,772.64,773.63,772.55,0.0,0.0,719295.0,556052423.789,-0.0801800170705848,773.26
US.SPY,SPDR S&P 500 ETF,2026-08-10 09:40:00,772.63,772.8,773.12,772.5,0.0,0.0,580184.0,448394600.353,0.0207082211637979,772.64
US.SPY,SPDR S&P 500 ETF,2026-08-10 09:45:00,772.79,772.66,773.11,772.52,0.0,0.0,512564.0,396127192.6,-0.0181159420289837,772.8
US.SPY,SPDR S&P 500 ETF,2026-08-10 09:50:00,772.65,773.13,773.26,772.62,0.0,0.0,570764.0,441172612.246,0.0608288250977179,772.66
US.SPY,SPDR S&P 500 ETF,2026-08-10 09:55:00,773.13,773.13,773.41,772.5,0.0,0.0,604314.0,467143212.612,0.0,773.13
US.SPY,SPDR S&P 500 ETF,2026-08-10 10:00:00,773.125,773.469,773.52,773.01,0.0,0.0,365910.0,282944190.29,0.0438477358270996,773.13
US.SPY,SPDR S&P 500 ETF,2026-08-10 10:05:00,773.42,773.72,773.85,773.39,0.0,0.0,1022728.0,791223312.213,0.0324512036035027,773.469
US.SPY,SPDR S&P 500 ETF,2026-08-10 10:10:00,773.68,774.025,774.03,773.57,0.0,0.0,411644.0,318541974.121,0.0394199451998074,773.72
US.SPY,SPDR S&P 500 ETF,2026-08-10 10:15:00,774.025,774.215,774.26,773.89,0.0,0.0,536936.0,415653257.306,0.0245470107554736,774.025
US.SPY,SPDR S&P 500 ETF,2026-08-10 10:20:00,774.22,774.29,774.35,773.97,0.0,0.0,352798.0,273121979.699,0.0096872315829494,774.215
US.SPY,SPDR S&P 500 ETF,2026-08-10 10:25:00,774.29,773.97,774.375,773.83,0.0,0.0,624988.0,483818898.347,-0.0413281845303357,774.29
US.SPY,SPDR S&P 500 ETF,2026-08-10 10:30:00,773.965,774.355,774.46,773.765,0.0,0.0,407555.0,315524923.641,0.049743530110985,773.97
US.SPY,SPDR S&P 500 ETF,2026-08-10 10:35:00,774.355,774.36,774.69,774.27,0.0,0.0,616363.0,477375887.838,0.0006456986782542,774.355
US.SPY,SPDR S&P 500 ETF,2026-08-10 10:40:00,774.355,774.34,774.62,774.1747,0.0,0.0,384354.0,297659568.975,-0.0025827780360532,774.36
US.SPY,SPDR S&P 500 ETF,2026-08-10 10:45:00,774.34,774.6,774.64,774.305,0.0,0.0,378777.0,293357451.999,0.0335769816876295,774.34
US.SPY,SPDR S&P 500 ETF,2026-08-10 10:50:00,774.605,774.92,775.05,774.6,0.0,0.0,829782.0,642980889.06,0.0413116447198471,774.6
US.SPY,SPDR S&P 500 ETF,2026-08-10 10:55:00,774.93,773.88,774.95,773.8,0.0,0.0,618501.0,478946755.666,-0.1342074020544009,774.92
US.SPY,SPDR S&P 500 ETF,2026-08-10 11:00:00,773.85,773.515,774.11,773.5,0.0,0.0,473579.0,366474196.956,-0.047164935132063,773.88
US.SPY,SPDR S&P 500 ETF,2026-08-10 11:05:00,773.51,773.71,773.95,773.31,0.0,0.0,435585.0,336973000.391,0.0252095951597641,773.515
US.SPY,SPDR S&P 500 ETF,2026-08-10 11:10:00,773.71,773.58,774.03,773.58,0.0,0.0,341290.0,264108470.817,-0.0168021610164009,773.71
